task_id,primitive,separability,eta,generator,seed,dof,E_add,E_obs,E_joint,E_red,E_red_at_risk,E_red_reentry,informational_null,sampler_unresolved_final,joint_unresolved
direction:low:spline:17,direction,low,0.2,spline,17,5,0.2,,,,0,,0,0,1
direction:low:spline:18,direction,low,0.2,spline,18,1,0.2,,,,0,,0,0,1
direction:low:spline:18,direction,low,0.2,spline,18,3,0.2,,,,0,,0,0,1
direction:low:spline:18,direction,low,0.2,spline,18,5,0.2,,,,0,,0,0,1
direction:low:spline:19,direction,low,0.2,spline,19,1,0.2,,,,0,,0,0,1
direction:low:spline:19,direction,low,0.2,spline,19,3,0.2,,,,0,,0,0,1
direction:low:spline:19,direction,low,0.2,spline,19,5,0.2,,,,0,,0,0,1
direction:low:basis:0,direction,low,0.2,basis,0,1,0.2,,,,0,,0,0,1
direction:low:basis:0,direction,low,0.2,basis,0,3,0.2,,,,0,,0,0,1
direction:low:basis:0,direction,low,0.2,basis,0,5,0.2,,,,0,,0,0,1
direction:low:basis:1,direction,low,0.2,basis,1,1,0.2,,,,0,,0,1,0
direction:low:basis:1,direction,low,0.2,basis,1,3,0.2,,,,0,,0,1,0
direction:low:basis:1,direction,low,0.2,basis,1,5,0.2,,,,0,,0,1,0
direction:low:basis:2,direction,low,0.2,basis,2,1,0.2,,,,0,,0,0,1
direction:low:basis:2,direction,low,0.2,basis,2,3,0.2,,,,0,,0,0,1
direction:low:basis:2,direction,low,0.2,basis,2,5,0.2,,,,0,,0,0,1
direction:low:basis:3,direction,low,0.2,basis,3,1,0.2,,,,0,,0,0,1
direction:low:basis:3,direction,low,0.2,basis,3,3,0.2,,,,0,,0,0,1
direction:low:basis:3,direction,low,0.2,basis,3,5,0.2,,,,0,,0,0,1
direction:low:basis:4,direction,low,0.2,basis,4,1,0.2,,,,0,,0,0,1
direction:low:basis:4,direction,low,0.2,basis,4,3,0.2,,,,0,,0,0,1
direction:low:basis:4,direction,low,0.2,basis,4,5,0.2,,,,0,,0,0,1
direction:low:basis:5,direction,low,0.2,basis,5,1,0.2,,,,0,,0,0,1
direction:low:basis:5,direction,low,0.2,basis,5,3,0.2,,,,0,,0,0,1
direction:low:basis:5,direction,low,0.2,basis,5,5,0.2,,,,0,,0,0,1
direction:low:basis:6,direction,low,0.2,basis,6,1,0.2,,,,0,,0,0,1
direction:low:basis:6,direction,low,0.2,basis,6,3,0.2,,,,0,,0,0,1
direction:low:basis:6,direction,low,0.2,basis,6,5,0.2,,,,0,,0,0,1
direction:low:basis:7,direction,low,0.2,basis,7,1,0.2,,,,0,,0,0,1
direction:low:basis:7,direction,low,0.2,basis,7,3,0.2,,,,0,,0,0,1
direction:low:basis:7,direction,low,0.2,basis,7,5,0.2,,,,0,,0,0,1
direction:low:basis:8,direction,low,0.2,basis,8,1,0.2,,,,0,,0,0,1
direction:low:basis:8,direction,low,0.2,basis,8,3,0.2,,,,0,,0,0,1
direction:low:basis:8,direction,low,0.2,basis,8,5,0.2,,,,0,,0,0,1
direction:low:basis:9,direction,low,0.2,basis,9,1,0.2,,,,0,,0,1,0
direction:low:basis:9,direction,low,0.2,basis,9,3,0.2,,,,0,,0,1,0
direction:low:basis:9,direction,low,0.2,basis,9,5,0.2,,,,0,,0,1,0
direction:low:basis:10,direction,low,0.2,basis,10,1,0.2,,,,0,,0,0,1
direction:low:basis:10,direction,low,0.2,basis,10,3,0.2,,,,0,,0,0,1
direction:low:basis:10,direction,low,0.2,basis,10,5,0.2,,,,0,,0,1,0
direction:low:basis:11,direction,low,0.2,basis,11,1,0.2,,,,0,,0,0,1
direction:low:basis:11,direction,low,0.2,basis,11,3,0.2,,,,0,,0,0,1
direction:low:basis:11,direction,low,0.2,basis,11,5,0.2,,,,0,,0,0,1
direction:low:basis:12,direction,low,0.2,basis,12,1,0.2,,,,0,,0,0,1
direction:low:basis:12,direction,low,0.2,basis,12,3,0.2,,,,0,,0,0,1
direction:low:basis:12,direction,low,0.2,basis,12,5,0.2,,,,0,,0,1,0
direction:low:basis:13,direction,low,0.2,basis,13,1,0.2,,,,0,,0,0,1
direction:low:basis:13,direction,low,0.2,basis,13,3,0.2,,,,0,,0,0,1
direction:low:basis:13,direction,low,0.2,basis,13,5,0.2,,,,0,,0,0,1
direction:low:basis:14,direction,low,0.2,basis,14,1,0.2,,,,0,,0,0,1
direction:low:basis:14,direction,low,0.2,basis,14,3,0.2,,,,0,,0,0,1
direction:low:basis:14,direction,low,0.2,basis,14,5,0.2,,,,0,,0,0,1
direction:low:basis:15,direction,low,0.2,basis,15,1,0.2,,,,0,,0,0,1
direction:low:basis:15,direction,low,0.2,basis,15,3,0.2,,,,0,,0,0,1
direction:low:basis:15,direction,low,0.2,basis,15,5,0.2,,,,0,,0,0,1
direction:low:basis:16,direction,low,0.2,basis,16,1,0.2,,,,0,,0,0,1
direction:low:basis:16,direction,low,0.2,basis,16,3,0.2,,,,0,,0,0,1
direction:low:basis:16,direction,low,0.2,basis,16,5,0.2,,,,0,,0,0,1
direction:low:basis:17,direction,low,0.2,basis,17,1,0.2,,,,0,,0,0,1
direction:low:basis:17,direction,low,0.2,basis,17,3,0.2,,,,0,,0,0,1
direction:low:basis:17,direction,low,0.2,basis,17,5,0.2,,,,0,,0,0,1
direction:low:basis:18,direction,low,0.2,basis,18,1,0.2,,,,0,,0,0,1
direction:low:basis:18,direction,low,0.2,basis,18,3,0.2,,,,0,,0,0,1
direction:low:basis:18,direction,low,0.2,basis,18,5,0.2,,,,0,,0,0,1
direction:low:basis:19,direction,low,0.2,basis,19,1,0.2,,,,0,,0,0,1
direction:low:basis:19,direction,low,0.2,basis,19,3,0.2,,,,0,,0,0,1
direction:low:basis:19,direction,low,0.2,basis,19,5,0.2,,,,0,,0,0,1
direction:low:ode:0,direction,low,0.2,ode,0,1,0.2,,,,0,,0,1,0
direction:low:ode:0,direction,low,0.2,ode,0,3,0.2,,,,0,,0,1,0
direction:low:ode:0,direction,low,0.2,ode,0,5,0.2,,,,0,,0,1,0
direction:low:ode:1,direction,low,0.2,ode,1,1,0.2,,,,0,,0,0,1
direction:low:ode:1,direction,low,0.2,ode,1,3,0.2,,,,0,,0,0,1
direction:low:ode:1,direction,low,0.2,ode,1,5,0.2,,,,0,,0,0,1
direction:low:ode:2,direction,low,0.2,ode,2,1,0.2,,,,0,,0,0,1
direction:low:ode:2,direction,low,0.2,ode,2,3,0.2,,,,0,,0,0,1
direction:low:ode:2,direction,low,0.2,ode,2,5,0.2,,,,0,,0,0,1
direction:low:ode:3,direction,low,0.2,ode,3,1,0.2,,,,0,,0,1,0
direction:low:ode:3,direction,low,0.2,ode,3,3,0.2,,,,0,,0,1,0
direction:low:ode:3,direction,low,0.2,ode,3,5,0.2,,,,0,,0,1,0
direction:low:ode:4,direction,low,0.2,ode,4,1,0.2,,,,0,,0,0,1
direction:low:ode:4,direction,low,0.2,ode,4,3,0.2,,,,0,,0,0,1
direction:low:ode:4,direction,low,0.2,ode,4,5,0.2,,,,0,,0,0,1
direction:low:ode:5,direction,low,0.2,ode,5,1,0.2,,,,0,,0,0,1
direction:low:ode:5,direction,low,0.2,ode,5,3,0.2,,,,0,,0,0,1
direction:low:ode:5,direction,low,0.2,ode,5,5,0.2,,,,0,,0,0,1
direction:low:ode:6,direction,low,0.2,ode,6,1,0.2,,,,0,,0,0,1
direction:low:ode:6,direction,low,0.2,ode,6,3,0.2,,,,0,,0,0,1
direction:low:ode:6,direction,low,0.2,ode,6,5,0.2,,,,0,,0,0,1
direction:low:ode:7,direction,low,0.2,ode,7,1,0.2,,,,0,,0,0,1
direction:low:ode:7,direction,low,0.2,ode,7,3,0.2,,,,0,,0,0,1
direction:low:ode:7,direction,low,0.2,ode,7,5,0.2,,,,0,,0,0,1
direction:low:ode:8,direction,low,0.2,ode,8,1,0.2,,,,0,,0,0,1
direction:low:ode:8,direction,low,0.2,ode,8,3,0.2,,,,0,,0,0,1
direction:low:ode:8,direction,low,0.2,ode,8,5,0.2,,,,0,,0,0,1
direction:low:ode:9,direction,low,0.2,ode,9,1,0.2,,,,0,,0,1,0
direction:low:ode:9,direction,low,0.2,ode,9,3,0.2,,,,0,,0,1,0
direction:low:ode:9,direction,low,0.2,ode,9,5,0.2,,,,0,,0,1,0
direction:low:ode:10,direction,low,0.2,ode,10,1,0.2,,,,0,,0,0,1
direction:low:ode:10,direction,low,0.2,ode,10,3,0.2,,,,0,,0,0,1
direction:low:ode:10,direction,low,0.2,ode,10,5,0.2,,,,0,,0,0,1
direction:low:ode:11,direction,low,0.2,ode,11,1,0.2,,,,0,,0,0,1
direction:low:ode:11,direction,low,0.2,ode,11,3,0.2,,,,0,,0,0,1
direction:low:ode:11,direction,low,0.2,ode,11,5,0.2,,,,0,,0,0,1
direction:low:ode:12,direction,low,0.2,ode,12,1,0.2,,,,0,,0,0,1
direction:low:ode:12,direction,low,0.2,ode,12,3,0.2,,,,0,,0,0,1
direction:low:ode:12,direction,low,0.2,ode,12,5,0.2,,,,0,,0,0,1
direction:low:ode:13,direction,low,0.2,ode,13,1,0.2,,,,0,,0,0,1
direction:low:ode:13,direction,low,0.2,ode,13,3,0.2,,,,0,,0,1,0
direction:low:ode:13,direction,low,0.2,ode,13,5,0.2,,,,0,,0,0,1
direction:low:ode:14,direction,low,0.2,ode,14,1,0.2,,,,0,,0,1,0
direction:low:ode:14,direction,low,0.2,ode,14,3,0.2,,,,0,,0,1,0
direction:low:ode:14,direction,low,0.2,ode,14,5,0.2,,,,0,,0,1,0
direction:low:ode:15,direction,low,0.2,ode,15,1,0.2,,,,0,,0,0,1
direction:low:ode:15,direction,low,0.2,ode,15,3,0.2,,,,0,,0,0,1
direction:low:ode:15,direction,low,0.2,ode,15,5,0.2,,,,0,,0,0,1
direction:low:ode:16,direction,low,0.2,ode,16,1,0.2,,,,0,,0,0,1
direction:low:ode:16,direction,low,0.2,ode,16,3,0.2,,,,0,,0,0,1
direction:low:ode:16,direction,low,0.2,ode,16,5,0.2,,,,0,,0,1,0
direction:low:ode:17,direction,low,0.2,ode,17,1,0.2,,,,0,,0,0,1
direction:low:ode:17,direction,low,0.2,ode,17,3,0.2,,,,0,,0,0,1
direction:low:ode:17,direction,low,0.2,ode,17,5,0.2,,,,0,,0,0,1
direction:low:ode:18,direction,low,0.2,ode,18,1,0.2,,,,0,,0,0,1
direction:low:ode:18,direction,low,0.2,ode,18,3,0.2,,,,0,,0,0,1
direction:low:ode:18,direction,low,0.2,ode,18,5,0.2,,,,0,,0,0,1
direction:low:ode:19,direction,low,0.2,ode,19,1,0.2,,,,0,,0,0,1
direction:low:ode:19,direction,low,0.2,ode,19,3,0.2,,,,0,,0,0,1
direction:low:ode:19,direction,low,0.2,ode,19,5,0.2,,,,0,,0,0,1
direction:mid:spline:0,direction,mid,0.5,spline,0,1,0.2,,,,0,,0,0,1
direction:mid:spline:0,direction,mid,0.5,spline,0,3,0.2,,,,0,,0,0,1
direction:mid:spline:0,direction,mid,0.5,spline,0,5,0.2,,,,0,,0,0,1
direction:mid:spline:1,direction,mid,0.5,spline,1,1,0.2,,,,0,,0,0,1
direction:mid:spline:1,direction,mid,0.5,spline,1,3,0.2,,,,0,,0,0,1
direction:mid:spline:1,direction,mid,0.5,spline,1,5,0.2,,,,0,,0,0,1
direction:mid:spline:2,direction,mid,0.5,spline,2,1,0.2,,,,0,,0,0,1
direction:mid:spline:2,direction,mid,0.5,spline,2,3,0.2,,,,0,,0,0,1
direction:mid:spline:2,direction,mid,0.5,spline,2,5,0.2,,,,0,,0,0,1
direction:mid:spline:3,direction,mid,0.5,spline,3,1,0.2,,,,0,,0,0,1
direction:mid:spline:3,direction,mid,0.5,spline,3,3,0.2,,,,0,,0,0,1
direction:mid:spline:3,direction,mid,0.5,spline,3,5,0.2,,,,0,,0,0,1
direction:mid:spline:4,direction,mid,0.5,spline,4,1,0.2,,,,0,,0,0,1
direction:mid:spline:4,direction,mid,0.5,spline,4,3,0.2,,,,0,,0,0,1
direction:mid:spline:4,direction,mid,0.5,spline,4,5,0.2,,,,0,,0,0,1
direction:mid:spline:5,direction,mid,0.5,spline,5,1,0.2,,,,0,,0,0,1
direction:mid:spline:5,direction,mid,0.5,spline,5,3,0.2,,,,0,,0,0,1
direction:mid:spline:5,direction,mid,0.5,spline,5,5,0.2,,,,0,,0,0,1
direction:mid:spline:6,direction,mid,0.5,spline,6,1,0.2,,,,0,,0,0,1
direction:mid:spline:6,direction,mid,0.5,spline,6,3,0.2,,,,0,,0,0,1
direction:mid:spline:6,direction,mid,0.5,spline,6,5,0.2,,,,0,,0,0,1
direction:mid:spline:7,direction,mid,0.5,spline,7,1,0.2,,,,0,,0,0,1
direction:mid:spline:7,direction,mid,0.5,spline,7,3,0.2,,,,0,,0,0,1
direction:mid:spline:7,direction,mid,0.5,spline,7,5,0.2,,,,0,,0,0,1
direction:mid:spline:8,direction,mid,0.5,spline,8,1,0.2,,,,0,,0,0,1
direction:mid:spline:8,direction,mid,0.5,spline,8,3,0.2,,,,0,,0,0,1
direction:mid:spline:8,direction,mid,0.5,spline,8,5,0.2,,,,0,,0,0,1
direction:mid:spline:9,direction,mid,0.5,spline,9,1,0.2,,,,0,,0,0,1
direction:mid:spline:9,direction,mid,0.5,spline,9,3,0.2,,,,0,,0,0,1
direction:mid:spline:9,direction,mid,0.5,spline,9,5,0.2,,,,0,,0,0,1
direction:mid:spline:10,direction,mid,0.5,spline,10,1,0.2,,,,0,,0,0,1
direction:mid:spline:10,direction,mid,0.5,spline,10,3,0.2,,,,0,,0,0,1
direction:mid:spline:10,direction,mid,0.5,spline,10,5,0.2,,,,0,,0,0,1
direction:mid:spline:11,direction,mid,0.5,spline,11,1,0.2,,,,0,,0,0,1
direction:mid:spline:11,direction,mid,0.5,spline,11,3,0.2,,,,0,,0,0,1
direction:mid:spline:11,direction,mid,0.5,spline,11,5,0.2,,,,0,,0,0,1
direction:mid:spline:12,direction,mid,0.5,spline,12,1,0.2,,,,0,,0,0,1
direction:mid:spline:12,direction,mid,0.5,spline,12,3,0.2,,,,0,,0,0,1
direction:mid:spline:12,direction,mid,0.5,spline,12,5,0.2,,,,0,,0,1,0
direction:mid:spline:13,direction,mid,0.5,spline,13,1,0.2,,,,0,,0,1,0
direction:mid:spline:13,direction,mid,0.5,spline,13,3,0.2,,,,0,,0,1,0
direction:mid:spline:13,direction,mid,0.5,spline,13,5,0.2,,,,0,,0,1,0
direction:mid:spline:14,direction,mid,0.5,spline,14,1,0.2,,,,0,,0,0,1
direction:mid:spline:14,direction,mid,0.5,spline,14,3,0.2,,,,0,,0,0,1
direction:mid:spline:14,direction,mid,0.5,spline,14,5,0.2,,,,0,,0,0,1
direction:mid:spline:15,direction,mid,0.5,spline,15,1,0.2,,,,0,,0,0,1
direction:mid:spline:15,direction,mid,0.5,spline,15,3,0.2,,,,0,,0,0,1
direction:mid:spline:15,direction,mid,0.5,spline,15,5,0.2,,,,0,,0,0,1
direction:mid:spline:16,direction,mid,0.5,spline,16,1,0.2,0.4,0.4,,1,,0,0,0
direction:mid:spline:16,direction,mid,0.5,spline,16,3,0.2,0.4,0.4,,1,,0,0,0
direction:mid:spline:16,direction,mid,0.5,spline,16,5,0.2,0.4,0.4,,1,,0,1,0
direction:mid:spline:17,direction,mid,0.5,spline,17,1,0.2,,,,0,,0,0,1
direction:mid:spline:17,direction,mid,0.5,spline,17,3,0.2,,,,0,,0,0,1
direction:mid:spline:17,direction,mid,0.5,spline,17,5,0.2,,,,0,,0,0,1
direction:mid:spline:18,direction,mid,0.5,spline,18,1,0.2,,,,0,,0,0,1
direction:mid:spline:18,direction,mid,0.5,spline,18,3,0.2,,,,0,,0,0,1
direction:mid:spline:18,direction,mid,0.5,spline,18,5,0.2,,,,0,,0,0,1
direction:mid:spline:19,direction,mid,0.5,spline,19,1,0.2,,,,0,,0,0,1
direction:mid:spline:19,direction,mid,0.5,spline,19,3,0.2,,,,0,,0,0,1
direction:mid:spline:19,direction,mid,0.5,spline,19,5,0.2,,,,0,,0,0,1
direction:mid:basis:0,direction,mid,0.5,basis,0,1,0.2,,,,0,,0,1,0
direction:mid:basis:0,direction,mid,0.5,basis,0,3,0.2,,,,0,,0,1,0
direction:mid:basis:0,direction,mid,0.5,basis,0,5,0.2,,,,0,,0,1,0
direction:mid:basis:1,direction,mid,0.5,basis,1,1,0.2,0.5,0.5,,1,,0,0,0
direction:mid:basis:1,direction,mid,0.5,basis,1,3,0.2,0.5,0.5,,1,,0,1,0
direction:mid:basis:1,direction,mid,0.5,basis,1,5,0.2,0.5,0.5,,1,,0,1,0
direction:mid:basis:2,direction,mid,0.5,basis,2,1,0.2,,,,0,,0,0,1
direction:mid:basis:2,direction,mid,0.5,basis,2,3,0.2,,,,0,,0,0,1
direction:mid:basis:2,direction,mid,0.5,basis,2,5,0.2,,,,0,,0,0,1
direction:mid:basis:3,direction,mid,0.5,basis,3,1,0.2,,,,0,,0,0,1
direction:mid:basis:3,direction,mid,0.5,basis,3,3,0.2,,,,0,,0,0,1
direction:mid:basis:3,direction,mid,0.5,basis,3,5,0.2,,,,0,,0,0,1
direction:mid:basis:4,direction,mid,0.5,basis,4,1,0.2,,,,0,,0,0,1
direction:mid:basis:4,direction,mid,0.5,basis,4,3,0.2,,,,0,,0,0,1
direction:mid:basis:4,direction,mid,0.5,basis,4,5,0.2,,,,0,,0,0,1
direction:mid:basis:5,direction,mid,0.5,basis,5,1,0.2,,,,0,,0,0,1
direction:mid:basis:5,direction,mid,0.5,basis,5,3,0.2,,,,0,,0,0,1
direction:mid:basis:5,direction,mid,0.5,basis,5,5,0.2,,,,0,,0,0,1
direction:mid:basis:6,direction,mid,0.5,basis,6,1,0.2,,,,0,,0,0,1
direction:mid:basis:6,direction,mid,0.5,basis,6,3,0.2,,,,0,,0,0,1
direction:mid:basis:6,direction,mid,0.5,basis,6,5,0.2,,,,0,,0,0,1
direction:mid:basis:7,direction,mid,0.5,basis,7,1,0.2,,,,0,,0,1,0
direction:mid:basis:7,direction,mid,0.5,basis,7,3,0.2,,,,0,,0,1,0
direction:mid:basis:7,direction,mid,0.5,basis,7,5,0.2,,,,0,,0,1,0
direction:mid:basis:8,direction,mid,0.5,basis,8,1,0.2,,,,0,,0,1,0
direction:mid:basis:8,direction,mid,0.5,basis,8,3,0.2,,,,0,,0,1,0
direction:mid:basis:8,direction,mid,0.5,basis,8,5,0.2,,,,0,,0,1,0
direction:mid:basis:9,direction,mid,0.5,basis,9,1,0.2,,,,0,,0,0,1
direction:mid:basis:9,direction,mid,0.5,basis,9,3,0.2,,,,0,,0,0,1
direction:mid:basis:9,direction,mid,0.5,basis,9,5,0.2,,,,0,,0,0,1
direction:mid:basis:10,direction,mid,0.5,basis,10,1,0.2,,,,0,,0,0,1
direction:mid:basis:10,direction,mid,0.5,basis,10,3,0.2,,,,0,,0,0,1
direction:mid:basis:10,direction,mid,0.5,basis,10,5,0.2,,,,0,,0,0,1
direction:mid:basis:11,direction,mid,0.5,basis,11,1,0.2,,,,0,,0,0,1
direction:mid:basis:11,direction,mid,0.5,basis,11,3,0.2,,,,0,,0,1,0
direction:mid:basis:11,direction,mid,0.5,basis,11,5,0.2,,,,0,,0,1,0
direction:mid:basis:12,direction,mid,0.5,basis,12,1,0.2,0.6,0.6,,1,,0,0,0
direction:mid:basis:12,direction,mid,0.5,basis,12,3,0.2,0.6,0.6,,1,,0,0,0
direction:mid:basis:12,direction,mid,0.5,basis,12,5,0.2,0.6,0.6,,1,,0,0,0
direction:mid:basis:13,direction,mid,0.5,basis,13,1,0.2,,,,0,,0,0,1
direction:mid:basis:13,direction,mid,0.5,basis,13,3,0.2,,,,0,,0,0,1
direction:mid:basis:13,direction,mid,0.5,basis,13,5,0.2,,,,0,,0,0,1
direction:mid:basis:14,direction,mid,0.5,basis,14,1,0.2,,,,0,,0,0,1
direction:mid:basis:14,direction,mid,0.5,basis,14,3,0.2,,,,0,,0,0,1
direction:mid:basis:14,direction,mid,0.5,basis,14,5,0.2,,,,0,,0,0,1
direction:mid:basis:15,direction,mid,0.5,basis,15,1,0.2,,,,0,,0,0,1
direction:mid:basis:15,direction,mid,0.5,basis,15,3,0.2,,,,0,,0,0,1
direction:mid:basis:15,direction,mid,0.5,basis,15,5,0.2,,,,0,,0,0,1
direction:mid:basis:16,direction,mid,0.5,basis,16,1,0.2,,,,0,,0,1,0
direction:mid:basis:16,direction,mid,0.5,basis,16,3,0.2,,,,0,,0,1,0
direction:mid:basis:16,direction,mid,0.5,basis,16,5,0.2,,,,0,,0,1,0
direction:mid:basis:17,direction,mid,0.5,basis,17,1,0.2,,,,0,,0,0,1
direction:mid:basis:17,direction,mid,0.5,basis,17,3,0.2,,,,0,,0,0,1
direction:mid:basis:17,direction,mid,0.5,basis,17,5,0.2,,,,0,,0,0,1
direction:mid:basis:18,direction,mid,0.5,basis,18,1,0.2,,,,0,,0,1,0
direction:mid:basis:18,direction,mid,0.5,basis,18,3,0.2,,,,0,,0,1,0
direction:mid:basis:18,direction,mid,0.5,basis,18,5,0.2,,,,0,,0,1,0
direction:mid:basis:19,direction,mid,0.5,basis,19,1,0.2,,,,0,,0,0,1
direction:mid:basis:19,direction,mid,0.5,basis,19,3,0.2,,,,0,,0,0,1
direction:mid:basis:19,direction,mid,0.5,basis,19,5,0.2,,,,0,,0,0,1
direction:mid:ode:0,direction,mid,0.5,ode,0,1,0.2,,,,0,,0,0,1
direction:mid:ode:0,direction,mid,0.5,ode,0,3,0.2,,,,0,,0,0,1
direction:mid:ode:0,direction,mid,0.5,ode,0,5,0.2,,,,0,,0,0,1
direction:mid:ode:1,direction,mid,0.5,ode,1,1,0.2,,,,0,,0,0,1
direction:mid:ode:1,direction,mid,0.5,ode,1,3,0.2,,,,0,,0,0,1
direction:mid:ode:1,direction,mid,0.5,ode,1,5,0.2,,,,0,,0,0,1
direction:mid:ode:2,direction,mid,0.5,ode,2,1,0.2,,,,0,,0,1,0
direction:mid:ode:2,direction,mid,0.5,ode,2,3,0.2,,,,0,,0,1,0
direction:mid:ode:2,direction,mid,0.5,ode,2,5,0.2,,,,0,,0,1,0
direction:mid:ode:3,direction,mid,0.5,ode,3,1,0.2,0.6,,,0,,0,1,0
direction:mid:ode:3,direction,mid,0.5,ode,3,3,0.2,0.6,,,0,,0,1,0
direction:mid:ode:3,direction,mid,0.5,ode,3,5,0.2,0.6,,,0,,0,1,0
direction:mid:ode:4,direction,mid,0.5,ode,4,1,0.2,,,,0,,0,0,1
direction:mid:ode:4,direction,mid,0.5,ode,4,3,0.2,,,,0,,0,0,1
direction:mid:ode:4,direction,mid,0.5,ode,4,5,0.2,,,,0,,0,0,1
direction:mid:ode:5,direction,mid,0.5,ode,5,1,0.2,,,,0,,0,0,1
direction:mid:ode:5,direction,mid,0.5,ode,5,3,0.2,,,,0,,0,0,1
direction:mid:ode:5,direction,mid,0.5,ode,5,5,0.2,,,,0,,0,0,1
direction:mid:ode:6,direction,mid,0.5,ode,6,1,0.2,,,,0,,0,0,1
direction:mid:ode:6,direction,mid,0.5,ode,6,3,0.2,,,,0,,0,0,1
direction:mid:ode:6,direction,mid,0.5,ode,6,5,0.2,,,,0,,0,0,1
