task_id,intent_name,generator,row_role,operation_id,operation_type,source_atom,target_atom,candidate_atoms,coverage,D_violation,D_violation_semantics,S,ESS,N_survive,p_weighted,floor_hit,delta_S,floor_status,sharpness_class
direction+curvature+bound:spline:7,direction+curvature+bound,spline,operation,omit:lower_bound_0,omission,lower_bound_0,,curvature_convex|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,5.524606239374161,830.9445738700416,85,0.003866341662541418,0,9.616024959413494e-06,exact,coverage_preserving_omission
direction+curvature+bound:spline:7,direction+curvature+bound,spline,operation,add:regime_postchange,false_addition,,regime_postchange,curvature_convex|direction_decreasing|lower_bound_0|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,5.625423953453168,830.9445738700416,43,0.0034838442680525205,0,0.10080809805404733,exact,inherited_sharp_wrong
direction+curvature+bound:spline:7,direction+curvature+bound,spline,operation,reverse:curvature_convex->curvature_concave,reversal,curvature_convex,curvature_concave,curvature_concave|direction_decreasing|lower_bound_0,0,1.0,wrong_sign_second_derivative_fraction,4.41517362012579,830.9445738700416,304,0.011973336396234562,0,-1.1094422352733302,exact,inherited_sharp_wrong
direction+curvature+bound:spline:7,direction+curvature+bound,spline,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,curvature_convex|direction_increasing|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,2.8676476419302754,830.9445738700416,100,0.05672426455442077,0,-2.656968213468845,exact,inherited_sharp_wrong
direction+curvature+bound:spline:8,direction+curvature+bound,spline,baseline,P_full,baseline,,,curvature_convex|direction_decreasing|lower_bound_0,1,0.0,not_applicable_valid_baseline,5.716416731361029,1806.4773234142729,10,0.003170217340653264,0,0.0,baseline,valid_baseline
direction+curvature+bound:spline:8,direction+curvature+bound,spline,operation,omit:curvature_convex,omission,curvature_convex,,direction_decreasing|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,3.600574663749387,1806.4773234142729,103,0.027192621691103532,0,2.1158420676116423,exact,coverage_preserving_omission
direction+curvature+bound:spline:8,direction+curvature+bound,spline,operation,omit:direction_decreasing,omission,direction_decreasing,,curvature_convex|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,3.21247166761326,1806.4773234142729,152,0.040144746362428416,0,2.503945063747769,exact,coverage_preserving_omission
direction+curvature+bound:spline:8,direction+curvature+bound,spline,operation,omit:lower_bound_0,omission,lower_bound_0,,curvature_convex|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,2.4264765461144817,1806.4773234142729,339,0.08824707234052383,0,3.2899401852465475,exact,coverage_preserving_omission
direction+curvature+bound:spline:8,direction+curvature+bound,spline,operation,add:regime_postchange,false_addition,,regime_postchange,curvature_convex|direction_decreasing|lower_bound_0|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,6.062404862416757,1806.4773234142729,5,0.002207291960159429,0,0.34598813105572734,exact,inherited_sharp_wrong
direction+curvature+bound:spline:8,direction+curvature+bound,spline,operation,reverse:curvature_convex->curvature_concave,reversal,curvature_convex,curvature_concave,curvature_concave|direction_decreasing|lower_bound_0,0,1.0,wrong_sign_second_derivative_fraction,7.386811716069403,1806.4773234142729,1,0.0004974484286826328,0,1.6703949847083734,exact,inherited_sharp_wrong
direction+curvature+bound:spline:8,direction+curvature+bound,spline,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,curvature_convex|direction_increasing|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,9.001596153603314,1806.4773234142729,6,1.1727489995587487e-06,0,3.285179422242285,exact,inherited_sharp_wrong
direction+curvature+bound:spline:9,direction+curvature+bound,spline,baseline,P_full,baseline,,,curvature_convex|direction_decreasing|lower_bound_0,1,0.0,not_applicable_valid_baseline,9.011157458106817,1175.8163163751383,0,0.0,0,0.0,baseline,valid_baseline
direction+curvature+bound:spline:9,direction+curvature+bound,spline,operation,omit:curvature_convex,omission,curvature_convex,,direction_decreasing|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,9.011157458106817,1175.8163163751383,0,0.0,0,0.0,exact,coverage_preserving_omission
direction+curvature+bound:spline:9,direction+curvature+bound,spline,operation,omit:direction_decreasing,omission,direction_decreasing,,curvature_convex|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,9.011157458106817,1175.8163163751383,0,0.0,0,0.0,exact,coverage_preserving_omission
direction+curvature+bound:spline:9,direction+curvature+bound,spline,operation,omit:lower_bound_0,omission,lower_bound_0,,curvature_convex|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,2.8142816928536245,1175.8163163751383,504,0.05984032955787526,0,6.196875765253193,exact,coverage_preserving_omission
direction+curvature+bound:spline:9,direction+curvature+bound,spline,operation,add:regime_postchange,false_addition,,regime_postchange,curvature_convex|direction_decreasing|lower_bound_0|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,9.011157458106817,1175.8163163751383,0,0.0,0,0.0,exact,inherited_sharp_wrong
direction+curvature+bound:spline:9,direction+curvature+bound,spline,operation,reverse:curvature_convex->curvature_concave,reversal,curvature_convex,curvature_concave,curvature_concave|direction_decreasing|lower_bound_0,0,1.0,wrong_sign_second_derivative_fraction,9.011157458106817,1175.8163163751383,0,0.0,0,0.0,exact,inherited_sharp_wrong
direction+curvature+bound:spline:9,direction+curvature+bound,spline,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,curvature_convex|direction_increasing|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,9.011157458106817,1175.8163163751383,0,0.0,0,0.0,exact,inherited_sharp_wrong
direction+curvature+bound:spline:10,direction+curvature+bound,spline,baseline,P_full,baseline,,,curvature_convex|direction_decreasing|lower_bound_0,1,0.0,not_applicable_valid_baseline,9.011157458106817,23.556839368243043,0,0.0,0,0.0,baseline,valid_baseline
direction+curvature+bound:spline:10,direction+curvature+bound,spline,operation,omit:curvature_convex,omission,curvature_convex,,direction_decreasing|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,9.011157458106817,23.556839368243043,0,0.0,0,0.0,exact,coverage_preserving_omission
direction+curvature+bound:spline:10,direction+curvature+bound,spline,operation,omit:direction_decreasing,omission,direction_decreasing,,curvature_convex|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,9.011157458106817,23.556839368243043,0,0.0,0,0.0,exact,coverage_preserving_omission
direction+curvature+bound:spline:10,direction+curvature+bound,spline,operation,omit:lower_bound_0,omission,lower_bound_0,,curvature_convex|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,7.212563276705773,23.556839368243043,755,0.0006153746011630331,0,1.798594181401044,exact,coverage_preserving_omission
direction+curvature+bound:spline:10,direction+curvature+bound,spline,operation,add:regime_postchange,false_addition,,regime_postchange,curvature_convex|direction_decreasing|lower_bound_0|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,9.011157458106817,23.556839368243043,0,0.0,0,0.0,exact,inherited_sharp_wrong
direction+curvature+bound:spline:10,direction+curvature+bound,spline,operation,reverse:curvature_convex->curvature_concave,reversal,curvature_convex,curvature_concave,curvature_concave|direction_decreasing|lower_bound_0,0,1.0,wrong_sign_second_derivative_fraction,9.011157458106817,23.556839368243043,0,0.0,0,0.0,exact,inherited_sharp_wrong
direction+curvature+bound:spline:10,direction+curvature+bound,spline,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,curvature_convex|direction_increasing|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,9.011157458106817,23.556839368243043,0,0.0,0,0.0,exact,inherited_sharp_wrong
direction+curvature+bound:spline:11,direction+curvature+bound,spline,baseline,P_full,baseline,,,curvature_convex|direction_decreasing|lower_bound_0,1,0.0,not_applicable_valid_baseline,6.896239418387665,1612.0000383855552,4,0.0008897590792460385,0,0.0,baseline,valid_baseline
direction+curvature+bound:spline:11,direction+curvature+bound,spline,operation,omit:curvature_convex,omission,curvature_convex,,direction_decreasing|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,5.3570506153585296,1612.0000383855552,23,0.004593872113867103,0,1.5391888030291359,exact,coverage_preserving_omission
direction+curvature+bound:spline:11,direction+curvature+bound,spline,operation,omit:direction_decreasing,omission,direction_decreasing,,curvature_convex|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,5.449603985689444,1612.0000383855552,29,0.004176985431300924,0,1.4466354326982218,exact,coverage_preserving_omission
direction+curvature+bound:spline:11,direction+curvature+bound,spline,operation,omit:lower_bound_0,omission,lower_bound_0,,curvature_convex|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,2.33030622396075,1612.0000383855552,406,0.0971676336210134,0,4.565933194426915,exact,coverage_preserving_omission
direction+curvature+bound:spline:11,direction+curvature+bound,spline,operation,add:regime_postchange,false_addition,,regime_postchange,curvature_convex|direction_decreasing|lower_bound_0|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,7.027022973514055,1612.0000383855552,2,0.0007657165507121146,0,0.1307835551263894,exact,inherited_sharp_wrong
direction+curvature+bound:spline:11,direction+curvature+bound,spline,operation,reverse:curvature_convex->curvature_concave,reversal,curvature_convex,curvature_concave,curvature_concave|direction_decreasing|lower_bound_0,0,1.0,wrong_sign_second_derivative_fraction,9.011157458106817,1612.0000383855552,0,0.0,0,2.114918039719152,exact,inherited_sharp_wrong
direction+curvature+bound:spline:11,direction+curvature+bound,spline,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,curvature_convex|direction_increasing|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,9.011155471090794,1612.0000383855552,1,2.425559078387501e-10,0,2.114916052703128,exact,inherited_sharp_wrong
direction+curvature+bound:spline:12,direction+curvature+bound,spline,baseline,P_full,baseline,,,curvature_convex|direction_decreasing|lower_bound_0,1,0.0,not_applicable_valid_baseline,3.9564621346459,1755.3602748141047,49,0.019013276728481514,0,0.0,baseline,valid_baseline
direction+curvature+bound:spline:12,direction+curvature+bound,spline,operation,omit:curvature_convex,omission,curvature_convex,,direction_decreasing|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,1.9452679416919638,1755.3602748141047,393,0.142861745557059,0,2.011194192953936,exact,coverage_preserving_omission
direction+curvature+bound:spline:12,direction+curvature+bound,spline,operation,omit:direction_decreasing,omission,direction_decreasing,,curvature_convex|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,2.1090379035682885,1755.3602748141047,341,0.12126222246829892,0,1.8474242310776114,exact,coverage_preserving_omission
direction+curvature+bound:spline:12,direction+curvature+bound,spline,operation,omit:lower_bound_0,omission,lower_bound_0,,curvature_convex|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,2.679695610136988,1755.3602748141047,283,0.06847870109477859,0,1.2767665245089117,exact,coverage_preserving_omission
direction+curvature+bound:spline:12,direction+curvature+bound,spline,operation,add:regime_postchange,false_addition,,regime_postchange,curvature_convex|direction_decreasing|lower_bound_0|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,4.57636465195965,1755.3602748141047,25,0.010172686701294415,0,0.6199025173137498,exact,inherited_sharp_wrong
direction+curvature+bound:spline:12,direction+curvature+bound,spline,operation,reverse:curvature_convex->curvature_concave,reversal,curvature_convex,curvature_concave,curvature_concave|direction_decreasing|lower_bound_0,0,1.0,wrong_sign_second_derivative_fraction,4.061416361134698,1755.3602748141047,42,0.017106740481809334,0,0.10495422648879771,exact,inherited_sharp_wrong
direction+curvature+bound:spline:12,direction+curvature+bound,spline,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,curvature_convex|direction_increasing|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,7.519852624083598,1755.3602748141047,21,0.0004202745326081373,0,3.5633904894376984,exact,inherited_sharp_wrong
direction+curvature+bound:spline:13,direction+curvature+bound,spline,baseline,P_full,baseline,,,curvature_convex|direction_decreasing|lower_bound_0,1,0.0,not_applicable_valid_baseline,9.011157458106817,1210.3905493746108,0,0.0,0,0.0,baseline,valid_baseline
direction+curvature+bound:spline:13,direction+curvature+bound,spline,operation,omit:curvature_convex,omission,curvature_convex,,direction_decreasing|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,9.005865877133353,1210.3905493746108,1,6.476569965261989e-07,0,0.005291580973464605,exact,coverage_preserving_omission
