task_id,operation_id,coverage,expected_coverage,same_ESS,finite_support_audit
direction+curvature+bound:spline:5,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:5,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:5,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:6,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:6,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:6,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:6,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:6,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:6,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:7,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:7,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:7,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:7,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:7,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:7,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:8,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:8,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:8,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:8,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:8,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:8,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:9,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:9,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:9,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:9,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:9,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:9,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:10,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:10,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:10,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:10,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:10,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:10,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:11,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:11,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:11,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:11,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:11,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:11,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:12,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:12,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:12,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:12,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:12,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:12,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:13,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:13,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:13,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:13,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:13,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:13,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:14,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:14,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:14,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:14,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:14,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:14,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:15,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:15,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:15,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:15,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:15,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:15,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:16,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:16,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:16,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:16,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:16,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:16,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:17,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:17,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:17,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:17,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:17,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:17,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:18,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:18,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:18,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:18,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:18,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:18,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:19,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:19,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:19,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:19,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:19,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:19,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:20,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:20,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:20,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:20,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:20,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:20,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:21,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:21,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:21,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:21,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:21,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:21,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:22,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:22,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:22,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:22,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:22,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:22,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:23,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:23,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:23,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:23,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:23,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:23,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:24,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:24,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:24,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:24,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:24,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:24,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:25,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:25,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:25,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:25,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:25,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:25,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:26,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:26,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:26,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:26,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:26,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:26,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:27,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:27,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:27,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:27,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:27,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:27,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:28,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:28,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:28,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:28,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:28,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:28,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:spline:29,omit:curvature_convex,1,1,1,1
direction+curvature+bound:spline:29,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:spline:29,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:spline:29,add:regime_postchange,0,0,1,1
direction+curvature+bound:spline:29,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:spline:29,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:0,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:0,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:0,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:0,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:0,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:0,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:1,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:1,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:1,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:1,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:1,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:1,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:2,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:2,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:2,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:2,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:2,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:2,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:3,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:3,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:3,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:3,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:3,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:3,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:4,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:4,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:4,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:4,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:4,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:4,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:5,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:5,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:5,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:5,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:5,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:5,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:6,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:6,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:6,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:6,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:6,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:6,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:7,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:7,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:7,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:7,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:7,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:7,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:8,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:8,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:8,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:8,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:8,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:8,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:9,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:9,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:9,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:9,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:9,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:9,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:10,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:10,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:10,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:10,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:10,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:10,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:11,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:11,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:11,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:11,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:11,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:11,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:12,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:12,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:12,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:12,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:12,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:12,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:13,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:13,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:13,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:13,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:13,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:13,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:14,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:14,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:14,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:14,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:14,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:14,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:15,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:15,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:15,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:15,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:15,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:15,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:16,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:16,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:16,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:16,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:16,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:16,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:17,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:17,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:17,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:17,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:17,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:17,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:18,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:18,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:18,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:18,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:18,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:18,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:19,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:19,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:19,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:19,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:19,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:19,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:20,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:20,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:20,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:20,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:20,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:20,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:21,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:21,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:21,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:21,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:21,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:21,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:22,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:22,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:22,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:22,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:22,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:22,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:23,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:23,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:23,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:23,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:23,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:23,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:24,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:24,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:24,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:24,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:24,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:24,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:25,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:25,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:25,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:25,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:25,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:25,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:26,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:26,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:26,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:26,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:26,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:26,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:27,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:27,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:27,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:27,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:27,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:27,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:28,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:28,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:28,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:28,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:28,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:28,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:basis:29,omit:curvature_convex,1,1,1,1
direction+curvature+bound:basis:29,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:basis:29,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:basis:29,add:regime_postchange,0,0,1,1
direction+curvature+bound:basis:29,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:basis:29,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:ode:0,omit:curvature_convex,1,1,1,1
direction+curvature+bound:ode:0,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:ode:0,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:ode:0,add:regime_postchange,0,0,1,1
direction+curvature+bound:ode:0,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:ode:0,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:ode:1,omit:curvature_convex,1,1,1,1
direction+curvature+bound:ode:1,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:ode:1,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:ode:1,add:regime_postchange,0,0,1,1
direction+curvature+bound:ode:1,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:ode:1,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:ode:2,omit:curvature_convex,1,1,1,1
direction+curvature+bound:ode:2,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:ode:2,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:ode:2,add:regime_postchange,0,0,1,1
direction+curvature+bound:ode:2,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:ode:2,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:ode:3,omit:curvature_convex,1,1,1,1
direction+curvature+bound:ode:3,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:ode:3,omit:lower_bound_0,1,1,1,1
direction+curvature+bound:ode:3,add:regime_postchange,0,0,1,1
direction+curvature+bound:ode:3,reverse:curvature_convex->curvature_concave,0,0,1,1
direction+curvature+bound:ode:3,reverse:direction_decreasing->direction_increasing,0,0,1,1
direction+curvature+bound:ode:4,omit:curvature_convex,1,1,1,1
direction+curvature+bound:ode:4,omit:direction_decreasing,1,1,1,1
direction+curvature+bound:ode:4,omit:lower_bound_0,1,1,1,1
