task_id,field,generator,draw,baseline_specification_state,sign,epsilon_break,break_status,epsilon_CW,CW_status,delta_epsilon_CW
regime_onset:spline:4,regime_onset,spline,4,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:5,regime_onset,spline,5,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:5,regime_onset,spline,5,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:5,regime_onset,spline,5,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:5,regime_onset,spline,5,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:5,regime_onset,spline,5,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:5,regime_onset,spline,5,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:6,regime_onset,spline,6,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:6,regime_onset,spline,6,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:6,regime_onset,spline,6,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:6,regime_onset,spline,6,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:6,regime_onset,spline,6,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:6,regime_onset,spline,6,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:7,regime_onset,spline,7,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:7,regime_onset,spline,7,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:7,regime_onset,spline,7,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:7,regime_onset,spline,7,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:7,regime_onset,spline,7,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:7,regime_onset,spline,7,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:8,regime_onset,spline,8,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:8,regime_onset,spline,8,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:8,regime_onset,spline,8,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:8,regime_onset,spline,8,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:8,regime_onset,spline,8,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:8,regime_onset,spline,8,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:9,regime_onset,spline,9,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:9,regime_onset,spline,9,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:9,regime_onset,spline,9,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:9,regime_onset,spline,9,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:9,regime_onset,spline,9,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:9,regime_onset,spline,9,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:10,regime_onset,spline,10,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:10,regime_onset,spline,10,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:10,regime_onset,spline,10,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:10,regime_onset,spline,10,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:10,regime_onset,spline,10,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:10,regime_onset,spline,10,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:11,regime_onset,spline,11,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:11,regime_onset,spline,11,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:11,regime_onset,spline,11,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:11,regime_onset,spline,11,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:11,regime_onset,spline,11,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:11,regime_onset,spline,11,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:12,regime_onset,spline,12,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:12,regime_onset,spline,12,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:12,regime_onset,spline,12,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:12,regime_onset,spline,12,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:12,regime_onset,spline,12,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:12,regime_onset,spline,12,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:13,regime_onset,spline,13,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:13,regime_onset,spline,13,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:13,regime_onset,spline,13,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:13,regime_onset,spline,13,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:13,regime_onset,spline,13,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:13,regime_onset,spline,13,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:14,regime_onset,spline,14,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:14,regime_onset,spline,14,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:14,regime_onset,spline,14,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:14,regime_onset,spline,14,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:14,regime_onset,spline,14,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:14,regime_onset,spline,14,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:15,regime_onset,spline,15,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:15,regime_onset,spline,15,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:15,regime_onset,spline,15,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:15,regime_onset,spline,15,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:15,regime_onset,spline,15,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:15,regime_onset,spline,15,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:16,regime_onset,spline,16,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:16,regime_onset,spline,16,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:16,regime_onset,spline,16,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:16,regime_onset,spline,16,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:16,regime_onset,spline,16,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:16,regime_onset,spline,16,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:17,regime_onset,spline,17,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:17,regime_onset,spline,17,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:17,regime_onset,spline,17,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:17,regime_onset,spline,17,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:17,regime_onset,spline,17,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:17,regime_onset,spline,17,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:18,regime_onset,spline,18,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:18,regime_onset,spline,18,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:18,regime_onset,spline,18,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:18,regime_onset,spline,18,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:18,regime_onset,spline,18,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:18,regime_onset,spline,18,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:19,regime_onset,spline,19,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:19,regime_onset,spline,19,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:19,regime_onset,spline,19,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:19,regime_onset,spline,19,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:19,regime_onset,spline,19,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:19,regime_onset,spline,19,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:20,regime_onset,spline,20,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:20,regime_onset,spline,20,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:20,regime_onset,spline,20,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:20,regime_onset,spline,20,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:20,regime_onset,spline,20,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:20,regime_onset,spline,20,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:21,regime_onset,spline,21,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:21,regime_onset,spline,21,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:21,regime_onset,spline,21,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:21,regime_onset,spline,21,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:21,regime_onset,spline,21,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:21,regime_onset,spline,21,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:22,regime_onset,spline,22,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:22,regime_onset,spline,22,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:22,regime_onset,spline,22,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:22,regime_onset,spline,22,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:22,regime_onset,spline,22,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:22,regime_onset,spline,22,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:23,regime_onset,spline,23,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:23,regime_onset,spline,23,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:23,regime_onset,spline,23,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:23,regime_onset,spline,23,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:23,regime_onset,spline,23,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:23,regime_onset,spline,23,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:24,regime_onset,spline,24,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:24,regime_onset,spline,24,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:24,regime_onset,spline,24,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:24,regime_onset,spline,24,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:24,regime_onset,spline,24,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:24,regime_onset,spline,24,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:25,regime_onset,spline,25,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:25,regime_onset,spline,25,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:25,regime_onset,spline,25,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:25,regime_onset,spline,25,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:25,regime_onset,spline,25,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:25,regime_onset,spline,25,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:26,regime_onset,spline,26,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:26,regime_onset,spline,26,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:26,regime_onset,spline,26,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:26,regime_onset,spline,26,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:26,regime_onset,spline,26,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:26,regime_onset,spline,26,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:27,regime_onset,spline,27,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:27,regime_onset,spline,27,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:27,regime_onset,spline,27,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:27,regime_onset,spline,27,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:27,regime_onset,spline,27,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:27,regime_onset,spline,27,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:28,regime_onset,spline,28,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:28,regime_onset,spline,28,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:28,regime_onset,spline,28,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:28,regime_onset,spline,28,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:28,regime_onset,spline,28,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:28,regime_onset,spline,28,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:29,regime_onset,spline,29,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:29,regime_onset,spline,29,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:spline:29,regime_onset,spline,29,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:spline:29,regime_onset,spline,29,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:spline:29,regime_onset,spline,29,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:spline:29,regime_onset,spline,29,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:0,regime_onset,basis,0,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:0,regime_onset,basis,0,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:0,regime_onset,basis,0,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:0,regime_onset,basis,0,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:0,regime_onset,basis,0,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:0,regime_onset,basis,0,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:1,regime_onset,basis,1,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:1,regime_onset,basis,1,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:1,regime_onset,basis,1,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:1,regime_onset,basis,1,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:1,regime_onset,basis,1,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:1,regime_onset,basis,1,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:2,regime_onset,basis,2,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:2,regime_onset,basis,2,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:2,regime_onset,basis,2,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:2,regime_onset,basis,2,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:2,regime_onset,basis,2,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:2,regime_onset,basis,2,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:3,regime_onset,basis,3,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:3,regime_onset,basis,3,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:3,regime_onset,basis,3,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:3,regime_onset,basis,3,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:3,regime_onset,basis,3,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:3,regime_onset,basis,3,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:4,regime_onset,basis,4,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:4,regime_onset,basis,4,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:4,regime_onset,basis,4,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:4,regime_onset,basis,4,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:4,regime_onset,basis,4,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:4,regime_onset,basis,4,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:5,regime_onset,basis,5,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:5,regime_onset,basis,5,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:5,regime_onset,basis,5,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:5,regime_onset,basis,5,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:5,regime_onset,basis,5,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:5,regime_onset,basis,5,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:6,regime_onset,basis,6,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:6,regime_onset,basis,6,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:6,regime_onset,basis,6,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:6,regime_onset,basis,6,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:6,regime_onset,basis,6,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:6,regime_onset,basis,6,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:7,regime_onset,basis,7,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:7,regime_onset,basis,7,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:7,regime_onset,basis,7,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:7,regime_onset,basis,7,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:7,regime_onset,basis,7,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:7,regime_onset,basis,7,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:8,regime_onset,basis,8,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:8,regime_onset,basis,8,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:8,regime_onset,basis,8,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:8,regime_onset,basis,8,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:8,regime_onset,basis,8,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:8,regime_onset,basis,8,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:9,regime_onset,basis,9,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:9,regime_onset,basis,9,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:9,regime_onset,basis,9,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:9,regime_onset,basis,9,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:9,regime_onset,basis,9,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:9,regime_onset,basis,9,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:10,regime_onset,basis,10,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:10,regime_onset,basis,10,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:10,regime_onset,basis,10,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:10,regime_onset,basis,10,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:10,regime_onset,basis,10,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:10,regime_onset,basis,10,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:11,regime_onset,basis,11,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:11,regime_onset,basis,11,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:11,regime_onset,basis,11,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:11,regime_onset,basis,11,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:11,regime_onset,basis,11,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:11,regime_onset,basis,11,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:12,regime_onset,basis,12,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:12,regime_onset,basis,12,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:12,regime_onset,basis,12,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:12,regime_onset,basis,12,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:12,regime_onset,basis,12,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:12,regime_onset,basis,12,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:13,regime_onset,basis,13,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:13,regime_onset,basis,13,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:13,regime_onset,basis,13,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:13,regime_onset,basis,13,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:13,regime_onset,basis,13,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:13,regime_onset,basis,13,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:14,regime_onset,basis,14,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:14,regime_onset,basis,14,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:14,regime_onset,basis,14,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:14,regime_onset,basis,14,r0=+0.0,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:14,regime_onset,basis,14,r0=+0.8,-1,0.025,observed,0.025,observed,0.0
regime_onset:basis:14,regime_onset,basis,14,r0=+0.8,1,0.05,observed,0.05,observed,0.0
regime_onset:basis:15,regime_onset,basis,15,r0=-0.8,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:15,regime_onset,basis,15,r0=-0.8,1,0.025,observed,0.025,observed,0.0
regime_onset:basis:15,regime_onset,basis,15,r0=+0.0,-1,0.05,observed,0.05,observed,0.0
regime_onset:basis:15,regime_onset,basis,15,r0=+0.0,1,0.05,observed,0.05,observed,0.0
