task_id,intent_name,generator,row_role,operation_id,operation_type,source_atom,target_atom,candidate_atoms,coverage,D_violation,D_violation_semantics,S,ESS,N_survive,p_weighted,floor_hit,delta_S,floor_status,sharpness_class
direction+inflection+bound:spline:0,direction+inflection+bound,spline,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,direction_increasing|inflection_concave_to_convex|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,6.524668369904435,356.64873055177844,65,0.0013450932975547997,0,4.422063407589427,exact,inherited_sharp_wrong
direction+inflection+bound:spline:0,direction+inflection+bound,spline,operation,reverse:inflection_concave_to_convex->inflection_convex_to_concave,reversal,inflection_concave_to_convex,inflection_convex_to_concave,direction_decreasing|inflection_convex_to_concave|lower_bound_0,0,1.0,event_pattern_mismatch_indicator,1.997753129508589,356.64873055177844,368,0.1355507508122003,0,-0.10485183280641941,exact,inherited_sharp_wrong
direction+inflection+bound:basis:0,direction+inflection+bound,basis,baseline,P_full,baseline,,,direction_decreasing|inflection_concave_to_convex|lower_bound_0,1,0.0,not_applicable_valid_baseline,8.778113087889775,144.70715189265016,333,3.203582674684354e-05,0,0.0,baseline,valid_baseline
direction+inflection+bound:basis:0,direction+inflection+bound,basis,operation,omit:direction_decreasing,omission,direction_decreasing,,inflection_concave_to_convex|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,6.091075022339791,144.70715189265016,1356,0.002141457029785409,0,2.6870380655499835,exact,coverage_preserving_omission
direction+inflection+bound:basis:0,direction+inflection+bound,basis,operation,omit:inflection_concave_to_convex,omission,inflection_concave_to_convex,,direction_decreasing|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,4.53687746506956,144.70715189265016,657,0.0105873303756724,0,4.241235622820215,exact,coverage_preserving_omission
direction+inflection+bound:basis:0,direction+inflection+bound,basis,operation,omit:lower_bound_0,omission,lower_bound_0,,direction_decreasing|inflection_concave_to_convex,1,0.0,not_applicable_coverage_preserving_omission,8.778113087889775,144.70715189265016,333,3.203582674684354e-05,0,0.0,exact,coverage_preserving_omission
direction+inflection+bound:basis:0,direction+inflection+bound,basis,operation,add:regime_postchange,false_addition,,regime_postchange,direction_decreasing|inflection_concave_to_convex|lower_bound_0|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,8.930327376941126,144.70715189265016,170,1.0276691550460342e-05,0,0.1522142890513507,exact,inherited_sharp_wrong
direction+inflection+bound:basis:0,direction+inflection+bound,basis,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,direction_increasing|inflection_concave_to_convex|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,7.888838939338188,144.70715189265016,309,0.00025292582632607927,0,-0.8892741485515865,exact,inherited_sharp_wrong
direction+inflection+bound:basis:0,direction+inflection+bound,basis,operation,reverse:inflection_concave_to_convex->inflection_convex_to_concave,reversal,inflection_concave_to_convex,inflection_convex_to_concave,direction_decreasing|inflection_convex_to_concave|lower_bound_0,0,1.0,event_pattern_mismatch_indicator,4.646660633054484,144.70715189265016,117,0.009473856871195386,0,-4.131452454835291,exact,inherited_sharp_wrong
direction+inflection+bound:ode:0,direction+inflection+bound,ode,baseline,P_full,baseline,,,direction_decreasing|inflection_concave_to_convex|lower_bound_0,1,0.0,not_applicable_valid_baseline,9.011157458106666,45.87274520965625,193,1.841682679538025e-17,0,0.0,baseline,valid_baseline
direction+inflection+bound:ode:0,direction+inflection+bound,ode,operation,omit:direction_decreasing,omission,direction_decreasing,,inflection_concave_to_convex|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,8.71267770295959,45.87274520965625,1342,4.2457061858029716e-05,0,0.2984797551470759,exact,coverage_preserving_omission
direction+inflection+bound:ode:0,direction+inflection+bound,ode,operation,omit:inflection_concave_to_convex,omission,inflection_concave_to_convex,,direction_decreasing|lower_bound_0,1,0.0,not_applicable_coverage_preserving_omission,9.011157454831146,45.87274520965625,367,3.998620745207042e-13,0,3.2755202994394494e-09,exact,coverage_preserving_omission
direction+inflection+bound:ode:0,direction+inflection+bound,ode,operation,omit:lower_bound_0,omission,lower_bound_0,,direction_decreasing|inflection_concave_to_convex,1,0.0,not_applicable_coverage_preserving_omission,9.011157458106666,45.87274520965625,193,1.841682679538025e-17,0,0.0,exact,coverage_preserving_omission
direction+inflection+bound:ode:0,direction+inflection+bound,ode,operation,add:regime_postchange,false_addition,,regime_postchange,direction_decreasing|inflection_concave_to_convex|lower_bound_0|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,9.01115745810669,45.87274520965625,94,1.5453368994646444e-17,0,2.3092638912203256e-14,exact,inherited_sharp_wrong
direction+inflection+bound:ode:0,direction+inflection+bound,ode,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,direction_increasing|inflection_concave_to_convex|lower_bound_0,0,1.0,wrong_sign_derivative_fraction,8.720401472557112,45.87274520965625,500,4.119118528863644e-05,0,-0.29075598554955384,exact,inherited_sharp_wrong
direction+inflection+bound:ode:0,direction+inflection+bound,ode,operation,reverse:inflection_concave_to_convex->inflection_convex_to_concave,reversal,inflection_concave_to_convex,inflection_convex_to_concave,direction_decreasing|inflection_convex_to_concave|lower_bound_0,0,1.0,event_pattern_mismatch_indicator,9.011157454838333,45.87274520965625,45,3.989848386448433e-13,0,-3.268333159667236e-09,exact,inherited_sharp_wrong
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,baseline,P_full,baseline,,,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,1,0.0,not_applicable_valid_baseline,9.008492085020636,195.28944093750368,154,3.257969178497291e-07,0,0.0,baseline,valid_baseline
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,operation,omit:asymptote_to_0_from_above,omission,asymptote_to_0_from_above,,direction_decreasing|inflection_concave_to_convex,1,0.0,not_applicable_coverage_preserving_omission,8.909191136474796,195.28944093750368,410,1.310378143162669e-05,0,0.09930094854584048,exact,coverage_preserving_omission
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,operation,omit:direction_decreasing,omission,direction_decreasing,,asymptote_to_0_from_above|inflection_concave_to_convex,1,0.0,not_applicable_coverage_preserving_omission,7.79852461088146,195.28944093750368,464,0.0002883698118289987,0,1.2099674741391766,exact,coverage_preserving_omission
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,operation,omit:inflection_concave_to_convex,omission,inflection_concave_to_convex,,asymptote_to_0_from_above|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,5.0783122226280675,195.28944093750368,236,0.006109866486697622,0,3.930179862392569,exact,coverage_preserving_omission
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,operation,add:regime_postchange,false_addition,,regime_postchange,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,9.008765071310236,195.28944093750368,69,2.9238901823509243e-07,0,0.00027298628960004123,exact,inherited_sharp_wrong
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,operation,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,reversal,asymptote_to_0_from_above,asymptote_to_0_from_below,asymptote_to_0_from_below|direction_decreasing|inflection_concave_to_convex,0,1.0,latent_mechanism_mismatch_indicator,9.011157458106817,195.28944093750368,0,0.0,0,0.0026653730861809777,exact,inherited_sharp_wrong
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,asymptote_to_0_from_above|direction_increasing|inflection_concave_to_convex,0,1.0,wrong_sign_derivative_fraction,8.515419027069408,195.28944093750368,73,7.833375015252149e-05,0,-0.4930730579512286,exact,inherited_sharp_wrong
direction+inflection+asymptote:spline:0,direction+inflection+asymptote,spline,operation,reverse:inflection_concave_to_convex->inflection_convex_to_concave,reversal,inflection_concave_to_convex,inflection_convex_to_concave,asymptote_to_0_from_above|direction_decreasing|inflection_convex_to_concave,0,1.0,event_pattern_mismatch_indicator,8.981915362827241,195.28944093750368,42,3.622295346669702e-06,0,-0.02657672219339524,exact,inherited_sharp_wrong
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,baseline,P_full,baseline,,,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,1,0.0,not_applicable_valid_baseline,2.202158059101222,334.8194364569,310,0.1104692193537054,0,0.0,baseline,valid_baseline
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,operation,omit:asymptote_to_0_from_above,omission,asymptote_to_0_from_above,,direction_decreasing|inflection_concave_to_convex,1,0.0,not_applicable_coverage_preserving_omission,1.7788029840530353,334.8194364569,763,0.16875928110724048,0,0.4233550750481867,exact,coverage_preserving_omission
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,operation,omit:direction_decreasing,omission,direction_decreasing,,asymptote_to_0_from_above|inflection_concave_to_convex,1,0.0,not_applicable_coverage_preserving_omission,1.6121971959330497,334.8194364569,634,0.1993755272325317,0,0.5899608631681723,exact,coverage_preserving_omission
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,operation,omit:inflection_concave_to_convex,omission,inflection_concave_to_convex,,asymptote_to_0_from_above|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,1.7395967610988419,334.8194364569,478,0.17551199017308838,0,0.4625612980023801,exact,coverage_preserving_omission
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,operation,add:regime_postchange,false_addition,,regime_postchange,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|regime_postchange,0,1.0,latent_mechanism_mismatch_indicator,2.916979648426891,334.8194364569,139,0.053987969173103494,0,0.7148215893256689,exact,inherited_sharp_wrong
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,operation,reverse:asymptote_to_0_from_above->asymptote_to_0_from_below,reversal,asymptote_to_0_from_above,asymptote_to_0_from_below,asymptote_to_0_from_below|direction_decreasing|inflection_concave_to_convex,0,1.0,latent_mechanism_mismatch_indicator,9.011157458106817,334.8194364569,0,0.0,0,6.808999399005595,exact,inherited_sharp_wrong
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,operation,reverse:direction_decreasing->direction_increasing,reversal,direction_decreasing,direction_increasing,asymptote_to_0_from_above|direction_increasing|inflection_concave_to_convex,0,1.0,wrong_sign_derivative_fraction,9.010493932341475,334.8194364569,31,8.10236752024093e-08,0,6.808335873240253,exact,inherited_sharp_wrong
direction+inflection+asymptote:basis:0,direction+inflection+asymptote,basis,operation,reverse:inflection_concave_to_convex->inflection_convex_to_concave,reversal,inflection_concave_to_convex,inflection_convex_to_concave,asymptote_to_0_from_above|direction_decreasing|inflection_convex_to_concave,0,1.0,event_pattern_mismatch_indicator,3.9456415029622334,334.8194364569,101,0.019221457563769882,0,1.7434834438610114,exact,inherited_sharp_wrong
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,baseline,P_full,baseline,,,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,1,0.0,not_applicable_valid_baseline,8.99741471871235,189.0410671667875,157,1.689160755621086e-06,0,0.0,baseline,valid_baseline
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,operation,omit:asymptote_to_0_from_above,omission,asymptote_to_0_from_above,,direction_decreasing|inflection_concave_to_convex,1,0.0,not_applicable_coverage_preserving_omission,7.002291005037383,189.0410671667875,403,0.0007879470361269737,0,1.9951237136749658,exact,coverage_preserving_omission
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,operation,omit:direction_decreasing,omission,direction_decreasing,,asymptote_to_0_from_above|inflection_concave_to_convex,1,0.0,not_applicable_coverage_preserving_omission,7.652587474550494,189.0410671667875,481,0.0003528595780227167,0,1.3448272441618556,exact,coverage_preserving_omission
direction+inflection+asymptote:ode:0,direction+inflection+asymptote,ode,operation,omit:inflection_concave_to_convex,omission,inflection_concave_to_convex,,asymptote_to_0_from_above|direction_decreasing,1,0.0,not_applicable_coverage_preserving_omission,7.144873192535144,189.0410671667875,234,0.0006670205503506825,0,1.8525415261772054,exact,coverage_preserving_omission
