intent_name,generator,eta,scope_stratum,target_seed,accepted_attempt,task_seed,generator_intended_atoms,oracle_envelope_atoms,oracle_envelope_size,implied_atoms,candidate_count
direction+curvature+bound,spline,mid,persistent_within_tested_domain,1,1,1704565283,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,mid,persistent_within_tested_domain,2,1,44312153,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,mid,persistent_within_tested_domain,3,1,3261649917,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,mid,persistent_within_tested_domain,4,1,3155377367,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,mid,persistent_within_tested_domain,5,1,622263866,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,mid,persistent_within_tested_domain,6,1,1818892210,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,mid,persistent_within_tested_domain,7,1,3625518132,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,mid,persistent_within_tested_domain,8,1,1651784711,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,mid,persistent_within_tested_domain,9,1,1586323239,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,0,1,215752512,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,1,1,1520584236,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,2,1,84672632,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,3,1,293195778,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,4,1,1265646154,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,5,1,396523945,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,6,1,2224408138,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,7,1,1037890082,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,8,1,476101701,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,limited,9,1,3521003767,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,0,1,1244470994,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,1,1,977383722,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,2,1,1893913767,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,3,1,3929835617,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,4,1,3356064092,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,5,1,3554670596,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,6,1,900374874,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,7,1,457984601,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,8,1,2280267988,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,intermediate,9,1,3878587384,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,0,1,3793909212,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,1,1,1307502897,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,2,1,1533317635,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,3,1,454689312,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,4,1,2740838102,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,5,1,3430606835,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,6,1,937206734,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,7,1,3103823544,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,8,1,1626056826,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,spline,high,persistent_within_tested_domain,9,1,2022087815,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,0,1,2455897213,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,1,1,1858291617,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,2,1,3730230299,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,3,1,2373047042,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,4,1,114230537,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,5,1,4063827355,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,6,1,1859725795,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,7,1,1484779055,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,8,1,2354783814,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,limited,9,1,2557017830,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,0,1,4023373998,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,1,1,3021109662,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,2,1,2810015407,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,3,1,1850496450,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,4,1,442147280,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,5,1,1887054183,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,6,1,3734170016,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,7,1,3683356720,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,8,1,2869681461,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,intermediate,9,1,34132082,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,0,1,675951561,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,1,1,2312367458,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,2,1,752396336,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,3,1,1619958543,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,4,1,2252317121,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,5,1,1152982410,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,6,1,1828215968,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,7,1,3287445883,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,8,1,1270826583,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,low,persistent_within_tested_domain,9,1,2051771096,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,0,1,3629381016,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,1,1,854810022,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,2,1,2353631862,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,3,1,976454742,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,4,1,1523323255,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,5,1,75943189,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,6,1,1036699686,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,7,1,2741778947,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,8,1,690616964,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
direction+curvature+bound,basis,mid,limited,9,1,1403812183,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,4,asymptote_to_0_from_above,15
