task_id,intent_name,generator,seed,candidate_role,supplied_atoms,pstar_atoms,intended_atoms,incidental_atoms,C_atom,atom_status,S_supplied,S_star,delta_S_miss,ESS,candidate_floor_hit,oracle_floor_hit,gap_lower_bound,information_status,missing_atoms,marginal_json,nested_floor_violation
direction+curvature+bound:basis:0,direction+curvature+bound,basis,0,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.383882431338431,1.3862943611198906,0.002411929781459543,1484.8943612212624,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 0.0023226352971477127, ""curvature_convex"": 0.0022327865960827253, ""direction_decreasing"": 0.002411929781459543}",0
direction+curvature+bound:basis:0,direction+curvature+bound,basis,0,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.2504534274953623,1.3862943611198906,0.13584093362452831,1484.8943612212624,0,0,0,informationally_incomplete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.13584093362452831, ""lower_bound_0"": 0.13584093362452831}",0
direction+curvature+bound:basis:0,direction+curvature+bound,basis,0,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,1484.8943612212624,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex,"{""asymptote_to_0_from_above"": 0.0, ""curvature_convex"": 0.0}",0
direction+curvature+bound:basis:0,direction+curvature+bound,basis,0,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3861152179345138,1.3862943611198906,0.00017914318537681773,1484.8943612212624,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.00017839037168143612, ""direction_decreasing"": 0.00017914318537681773}",0
direction+curvature+bound:basis:0,direction+curvature+bound,basis,0,supplied,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,1484.8943612212624,0,0,0,informationally_complete,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.0}",0
direction+curvature+bound:basis:0,direction+curvature+bound,basis,0,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3862943611198906,1.3862943611198906,0.0,1484.8943612212624,0,0,0,oracle_reference,,{},0
direction+curvature+bound:ode:0,direction+curvature+bound,ode,0,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.3174500965737413,1.3862943611198904,1.0688442645461491,1133.628445413563,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 1.0660296886559093, ""curvature_convex"": 0.9530651545163453, ""lower_bound_0"": 1.0660102446445119}",0
direction+curvature+bound:ode:0,direction+curvature+bound,ode,0,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.2335844694171827,1.3862943611198904,0.15270989170270766,1133.628445413563,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.15270989170270766, ""direction_decreasing"": 0.03693078167290387, ""lower_bound_0"": 0.1526867228763058}",0
direction+curvature+bound:ode:0,direction+curvature+bound,ode,0,supplied,lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3827399829225895,1.3862943611198904,0.003554378197300867,1133.628445413563,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex|direction_decreasing,"{""asymptote_to_0_from_above"": 4.594530580570577e-05, ""curvature_convex"": 0.0035312093708990133, ""direction_decreasing"": 0.0007203582956636367}",0
direction+curvature+bound:ode:0,direction+curvature+bound,ode,0,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.2705152510900866,1.3862943611198904,0.11577911002980379,1133.628445413563,0,0,0,informationally_incomplete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.11577911002980379, ""lower_bound_0"": 0.11577911002980379}",0
direction+curvature+bound:ode:0,direction+curvature+bound,ode,0,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3834603412182531,1.3862943611198904,0.0028340199016372303,1133.628445413563,0,0,0,informationally_complete,asymptote_to_0_from_above|curvature_convex,"{""asymptote_to_0_from_above"": 1.9444011397418137e-05, ""curvature_convex"": 0.0028340199016372303}",0
direction+curvature+bound:ode:0,direction+curvature+bound,ode,0,supplied,curvature_convex|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862711922934885,1.3862943611198904,2.3168826401853693e-05,1133.628445413563,0,0,0,informationally_complete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 2.3168826401853693e-05, ""direction_decreasing"": 2.3168826401853693e-05}",0
direction+curvature+bound:ode:0,direction+curvature+bound,ode,0,supplied,curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.3862943611198904,1.3862943611198904,0.0,1133.628445413563,0,0,0,informationally_complete,asymptote_to_0_from_above,"{""asymptote_to_0_from_above"": 0.0}",0
direction+curvature+bound:ode:0,direction+curvature+bound,ode,0,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|lower_bound_0,asymptote_to_0_from_above,1,atom_complete,1.3862943611198904,1.3862943611198904,0.0,1133.628445413563,0,0,0,oracle_reference,,{},0
direction+curvature+asymptote:spline:0,direction+curvature+asymptote,spline,0,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,0.3703585281369126,1.384830053720902,1.0144715255839893,2330.000932223235,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 1.0144715255839893, ""curvature_convex"": 0.8007564900663144, ""lower_bound_0"": 1.0144545092948092}",0
direction+curvature+asymptote:spline:0,direction+curvature+asymptote,spline,0,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.0384951074005002,1.384830053720902,0.34633494632040174,2330.000932223235,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.3447034973796679, ""direction_decreasing"": 0.13261991080272684, ""lower_bound_0"": 0.3441760880982847}",0
direction+curvature+asymptote:spline:0,direction+curvature+asymptote,spline,0,supplied,asymptote_to_0_from_above,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3814246888191322,1.384830053720902,0.003405364901769792,2330.000932223235,0,0,0,informationally_complete,curvature_convex|direction_decreasing|lower_bound_0,"{""curvature_convex"": 0.0017739159610359323, ""direction_decreasing"": 0.003405364901769792, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:spline:0,direction+curvature+asymptote,spline,0,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.171115018203227,1.384830053720902,0.2137150355176749,2330.000932223235,0,0,0,informationally_incomplete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.2137150355176749, ""lower_bound_0"": 0.2137150355176749}",0
direction+curvature+asymptote:spline:0,direction+curvature+asymptote,spline,0,supplied,asymptote_to_0_from_above|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.384830053720902,1.384830053720902,0.0,2330.000932223235,0,0,0,informationally_complete,curvature_convex|lower_bound_0,"{""curvature_convex"": 0.0, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:spline:0,direction+curvature+asymptote,spline,0,supplied,asymptote_to_0_from_above|curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.383198604780168,1.384830053720902,0.0016314489407338595,2330.000932223235,0,0,0,informationally_complete,direction_decreasing|lower_bound_0,"{""direction_decreasing"": 0.0016314489407338595, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:spline:0,direction+curvature+asymptote,spline,0,supplied,asymptote_to_0_from_above|curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.384830053720902,1.384830053720902,0.0,2330.000932223235,0,0,0,informationally_complete,lower_bound_0,"{""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:spline:0,direction+curvature+asymptote,spline,0,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,1,atom_complete,1.384830053720902,1.384830053720902,0.0,2330.000932223235,0,0,0,oracle_reference,,{},0
direction+curvature+asymptote:basis:0,direction+curvature+asymptote,basis,0,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,0.2908290647610736,1.3862943611198906,1.095465296358817,864.3937047018344,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 1.095465296358817, ""curvature_convex"": 0.989656325650303, ""lower_bound_0"": 1.095465296358817}",0
direction+curvature+asymptote:basis:0,direction+curvature+asymptote,basis,0,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.273385206110158,1.3862943611198906,0.11290915500973253,864.3937047018344,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.11290915500973253, ""direction_decreasing"": 0.007100184301218615, ""lower_bound_0"": 0.11290915500973253}",0
direction+curvature+asymptote:basis:0,direction+curvature+asymptote,basis,0,supplied,asymptote_to_0_from_above,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,864.3937047018344,0,0,0,informationally_complete,curvature_convex|direction_decreasing|lower_bound_0,"{""curvature_convex"": 0.0, ""direction_decreasing"": 0.0, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:basis:0,direction+curvature+asymptote,basis,0,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.2804853904113767,1.3862943611198906,0.10580897070851392,864.3937047018344,0,0,0,informationally_incomplete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.10580897070851392, ""lower_bound_0"": 0.10580897070851392}",0
direction+curvature+asymptote:basis:0,direction+curvature+asymptote,basis,0,supplied,asymptote_to_0_from_above|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,864.3937047018344,0,0,0,informationally_complete,curvature_convex|lower_bound_0,"{""curvature_convex"": 0.0, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:basis:0,direction+curvature+asymptote,basis,0,supplied,asymptote_to_0_from_above|curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,864.3937047018344,0,0,0,informationally_complete,direction_decreasing|lower_bound_0,"{""direction_decreasing"": 0.0, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:basis:0,direction+curvature+asymptote,basis,0,supplied,asymptote_to_0_from_above|curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,864.3937047018344,0,0,0,informationally_complete,lower_bound_0,"{""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:basis:0,direction+curvature+asymptote,basis,0,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,1,atom_complete,1.3862943611198906,1.3862943611198906,0.0,864.3937047018344,0,0,0,oracle_reference,,{},0
direction+curvature+asymptote:ode:0,direction+curvature+asymptote,ode,0,supplied,direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,0.2957964161089425,1.3862943611198906,1.0904979450109482,1019.2537255784431,0,0,0,informationally_incomplete,asymptote_to_0_from_above|curvature_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 1.0904979450109482, ""curvature_convex"": 0.9770499707623633, ""lower_bound_0"": 1.0904979450109482}",0
direction+curvature+asymptote:ode:0,direction+curvature+asymptote,ode,0,supplied,curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.2599934122865597,1.3862943611198906,0.12630094883333087,1019.2537255784431,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.12630094883333087, ""direction_decreasing"": 0.012852974584746102, ""lower_bound_0"": 0.12630094883333087}",0
direction+curvature+asymptote:ode:0,direction+curvature+asymptote,ode,0,supplied,asymptote_to_0_from_above,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,1019.2537255784431,0,0,0,informationally_complete,curvature_convex|direction_decreasing|lower_bound_0,"{""curvature_convex"": 0.0, ""direction_decreasing"": 0.0, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:ode:0,direction+curvature+asymptote,ode,0,supplied,curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.2728463868713058,1.3862943611198906,0.11344797424858477,1019.2537255784431,0,0,0,informationally_incomplete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.11344797424858477, ""lower_bound_0"": 0.11344797424858477}",0
direction+curvature+asymptote:ode:0,direction+curvature+asymptote,ode,0,supplied,asymptote_to_0_from_above|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,1019.2537255784431,0,0,0,informationally_complete,curvature_convex|lower_bound_0,"{""curvature_convex"": 0.0, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:ode:0,direction+curvature+asymptote,ode,0,supplied,asymptote_to_0_from_above|curvature_convex,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,1019.2537255784431,0,0,0,informationally_complete,direction_decreasing|lower_bound_0,"{""direction_decreasing"": 0.0, ""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:ode:0,direction+curvature+asymptote,ode,0,supplied,asymptote_to_0_from_above|curvature_convex|direction_decreasing,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,0,atom_incomplete,1.3862943611198906,1.3862943611198906,0.0,1019.2537255784431,0,0,0,informationally_complete,lower_bound_0,"{""lower_bound_0"": 0.0}",0
direction+curvature+asymptote:ode:0,direction+curvature+asymptote,ode,0,oracle_envelope,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,asymptote_to_0_from_above|curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|curvature_convex|asymptote_to_0_from_above,lower_bound_0,1,atom_complete,1.3862943611198906,1.3862943611198906,0.0,1019.2537255784431,0,0,0,oracle_reference,,{},0
direction+inflection+bound:spline:0,direction+inflection+bound,spline,0,supplied,direction_decreasing,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.7037300349478196,1.3053290820140082,0.6015990470661886,356.6487305517785,0,0,0,informationally_incomplete,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0,"{""asymptote_to_0_from_above"": 0.46517224157353276, ""inflection_concave_to_convex"": 0.4563928699152492, ""lower_bound_0"": 0.02752236974354394}",0
direction+inflection+bound:spline:0,direction+inflection+bound,spline,0,supplied,inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.9466983864411657,1.3053290820140082,0.35863069557284255,356.6487305517785,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|lower_bound_0,"{""asymptote_to_0_from_above"": 0.2229809963822308, ""direction_decreasing"": 0.21342451842190313, ""lower_bound_0"": 0.006268914114481605}",0
direction+inflection+bound:spline:0,direction+inflection+bound,spline,0,supplied,lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.30584350145069106,1.3053290820140082,0.9994855805633172,356.6487305517785,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex,"{""asymptote_to_0_from_above"": 0.6420921095155807, ""direction_decreasing"": 0.4254089032406725, ""inflection_concave_to_convex"": 0.6471237991049562}",0
direction+inflection+bound:spline:0,direction+inflection+bound,spline,0,supplied,direction_decreasing|inflection_concave_to_convex,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,1.1601229048630688,1.3053290820140082,0.14520617715093942,356.6487305517785,0,0,0,informationally_incomplete,asymptote_to_0_from_above|lower_bound_0,"{""asymptote_to_0_from_above"": 0.14520617715093942, ""lower_bound_0"": 0.007766156758438392}",0
direction+inflection+bound:spline:0,direction+inflection+bound,spline,0,supplied,direction_decreasing|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.7312524046913635,1.3053290820140082,0.5740766773226447,356.6487305517785,0,0,0,informationally_incomplete,asymptote_to_0_from_above|inflection_concave_to_convex,"{""asymptote_to_0_from_above"": 0.4376498718299888, ""inflection_concave_to_convex"": 0.43663665693014364}",0
direction+inflection+bound:spline:0,direction+inflection+bound,spline,0,supplied,inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above|direction_decreasing|inflection_concave_to_convex|lower_bound_0,direction_decreasing|inflection_concave_to_convex|lower_bound_0,asymptote_to_0_from_above,0,atom_incomplete,0.9529673005556473,1.3053290820140082,0.35236178145836095,356.6487305517785,0,0,0,informationally_incomplete,asymptote_to_0_from_above|direction_decreasing,"{""asymptote_to_0_from_above"": 0.21671208226774918, ""direction_decreasing"": 0.21492176106585992}",0
