primitive,separability,dof,prefix,attainment,denominator
inflection,mid,3,0.6,,0
inflection,mid,3,0.7,,0
inflection,mid,5,0.2,,0
inflection,mid,5,0.3,,0
inflection,mid,5,0.4,,0
inflection,mid,5,0.5,,0
inflection,mid,5,0.6,,0
inflection,mid,5,0.7,,0
regime,high,1,0.2,0.0,4
regime,high,1,0.3,0.0,4
regime,high,1,0.4,0.0,4
regime,high,1,0.5,0.0,4
regime,high,1,0.6,0.0,4
regime,high,1,0.7,0.0,4
regime,high,3,0.2,0.0,4
regime,high,3,0.3,0.0,4
regime,high,3,0.4,0.0,4
regime,high,3,0.5,0.0,4
regime,high,3,0.6,0.0,4
regime,high,3,0.7,0.0,4
regime,high,5,0.2,0.0,4
regime,high,5,0.3,0.0,4
regime,high,5,0.4,0.0,4
regime,high,5,0.5,0.0,4
regime,high,5,0.6,0.0,4
regime,high,5,0.7,0.0,4
regime,low,1,0.2,,0
regime,low,1,0.3,,0
regime,low,1,0.4,,0
regime,low,1,0.5,,0
regime,low,1,0.6,,0
regime,low,1,0.7,,0
regime,low,3,0.2,,0
regime,low,3,0.3,,0
regime,low,3,0.4,,0
regime,low,3,0.5,,0
regime,low,3,0.6,,0
regime,low,3,0.7,,0
regime,low,5,0.2,,0
regime,low,5,0.3,,0
regime,low,5,0.4,,0
regime,low,5,0.5,,0
regime,low,5,0.6,,0
regime,low,5,0.7,,0
regime,mid,1,0.2,,0
regime,mid,1,0.3,,0
regime,mid,1,0.4,,0
regime,mid,1,0.5,,0
regime,mid,1,0.6,,0
regime,mid,1,0.7,,0
regime,mid,3,0.2,,0
regime,mid,3,0.3,,0
regime,mid,3,0.4,,0
regime,mid,3,0.5,,0
regime,mid,3,0.6,,0
regime,mid,3,0.7,,0
regime,mid,5,0.2,,0
regime,mid,5,0.3,,0
regime,mid,5,0.4,,0
regime,mid,5,0.5,,0
regime,mid,5,0.6,,0
regime,mid,5,0.7,,0
turning,high,1,0.2,0.0,1
turning,high,1,0.3,0.0,1
turning,high,1,0.4,0.0,1
turning,high,1,0.5,0.0,1
turning,high,1,0.6,0.0,1
turning,high,1,0.7,0.0,1
turning,high,3,0.2,0.0,2
turning,high,3,0.3,0.0,2
turning,high,3,0.4,0.0,2
turning,high,3,0.5,0.0,2
turning,high,3,0.6,0.0,2
turning,high,3,0.7,0.0,2
turning,high,5,0.2,0.0,2
turning,high,5,0.3,0.0,2
turning,high,5,0.4,0.0,2
turning,high,5,0.5,0.0,2
turning,high,5,0.6,0.0,2
turning,high,5,0.7,0.0,2
turning,low,1,0.2,,0
turning,low,1,0.3,,0
turning,low,1,0.4,,0
turning,low,1,0.5,,0
turning,low,1,0.6,,0
turning,low,1,0.7,,0
turning,low,3,0.2,,0
turning,low,3,0.3,,0
turning,low,3,0.4,,0
turning,low,3,0.5,,0
turning,low,3,0.6,,0
turning,low,3,0.7,,0
turning,low,5,0.2,,0
turning,low,5,0.3,,0
turning,low,5,0.4,,0
turning,low,5,0.5,,0
turning,low,5,0.6,,0
turning,low,5,0.7,,0
turning,mid,1,0.2,,0
turning,mid,1,0.3,,0
turning,mid,1,0.4,,0
turning,mid,1,0.5,,0
turning,mid,1,0.6,,0
turning,mid,1,0.7,,0
turning,mid,3,0.2,,0
turning,mid,3,0.3,,0
turning,mid,3,0.4,,0
turning,mid,3,0.5,,0
turning,mid,3,0.6,,0
turning,mid,3,0.7,,0
turning,mid,5,0.2,,0
turning,mid,5,0.3,,0
turning,mid,5,0.4,,0
turning,mid,5,0.5,,0
turning,mid,5,0.6,,0
turning,mid,5,0.7,,0
