task_id,eta,generator,requested_scope_stratum,measured_scope_stratum,pstar_atoms,candidate_atoms,oracle_size,omitted_count,S,ESS,floor_hit,delta_S_miss,gap_status,N_obs,O_P,C_P,C_Pstar,task_weight
direction+curvature+bound:spline:low:limited:3,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.6238267396849314,345.9950669479838,0,0.7391967598985297,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:3,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.3626834654290314,345.9950669479838,0,0.00034003415442973584,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:3,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,1.3409254150515173,345.9950669479838,0,0.02209808453194384,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:3,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.6801637005060719,345.9950669479838,0,0.6828597990773893,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:3,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3630234995834611,345.9950669479838,0,0.0,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:4,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,0.9046763903535641,610.4883342813779,0,0.4602866937997526,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:4,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.9866021821522164,610.4883342813779,0,0.3783609020011003,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:4,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.28768208636881004,610.4883342813779,0,1.0772809977845066,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:4,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.3649630841533167,610.4883342813779,0,0.0,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:4,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,0.9046763903535641,610.4883342813779,0,0.4602866937997526,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:4,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.9866022101474238,610.4883342813779,0,0.3783608740058929,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:4,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3649630841533167,610.4883342813779,0,0.0,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:5,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,1.3765319594798422,239.73157341998046,0,0.004005013902895982,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:5,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.3086133409598024,239.73157341998046,0,1.0719236324229358,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:5,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.8214528063331885,239.73157341998046,0,0.5590841670495497,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:5,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.3798443469707555,239.73157341998046,0,0.0006926264119826442,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:5,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,1.3772234101344234,239.73157341998046,0,0.003313563248314777,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:5,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.8571225374601358,239.73157341998046,0,0.5234144359226024,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:5,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3805369733827382,239.73157341998046,0,0.0,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:6,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,0.8570556916752163,604.8174742082645,0,0.5111781781136833,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:6,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,1.0802570119397872,604.8174742082645,0,0.2879768578491124,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:6,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.2876820724517809,604.8174742082645,0,1.0805517973371188,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:6,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.3682338697888996,604.8174742082645,0,0.0,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:6,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,0.8570556916752163,604.8174742082645,0,0.5111781781136833,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:6,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,1.0802570119397872,604.8174742082645,0,0.2879768578491124,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:6,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3682338697888996,604.8174742082645,0,0.0,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:7,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,1.1525413649304697,698.6156339437687,0,0.17287018972233015,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:7,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.4486814631214237,698.6156339437687,0,0.876730091531376,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:7,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.30518804698593227,698.6156339437687,0,1.0202235076668675,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:7,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.325411532426742,698.6156339437687,0,2.222605788304577e-08,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:7,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,1.1525413836280705,698.6156339437687,0,0.17287017102472935,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:7,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.46927682966391804,698.6156339437687,0,0.8561347249888818,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:7,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3254115546527998,698.6156339437687,0,0.0,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:8,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,1.0515923039744532,86.825479491576,0,0.3347020571454373,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:8,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,1.386294341873054,86.825479491576,0,1.924683656895354e-08,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:8,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.2876820724517809,86.825479491576,0,1.0986122886681096,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:8,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.3862943611198906,86.825479491576,0,0.0,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:8,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,1.0515923039744532,86.825479491576,0,0.3347020571454373,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:8,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,1.386294341873054,86.825479491576,0,1.924683656895354e-08,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:8,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3862943611198906,86.825479491576,0,0.0,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:9,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,1.1515902146090484,648.1140002535979,0,0.1346589309929198,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:9,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.4072361941309653,648.1140002535979,0,0.879012951471003,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:9,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.307182931194841,648.1140002535979,0,0.9790662144071272,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:9,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.2862491456019587,648.1140002535979,0,9.547918011776346e-15,exact,0,0,1|1|1|1|1,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:9,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,1.1515902146090566,648.1140002535979,0,0.1346589309929116,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:9,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.4292409670421642,648.1140002535979,0,0.857008178559804,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:limited:9,low,spline,limited,limited,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.2862491456019682,648.1140002535979,0,0.0,exact,0,0,0|0|0|0|0,0|0|0|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:0,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,0.9007504826032384,678.0315789117221,0,0.4392453557794127,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:0,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.8304519828448773,678.0315789117221,0,0.5095438555377738,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:0,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.28820614492791685,678.0315789117221,0,1.0517896934547344,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:0,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.3399958383826511,678.0315789117221,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:0,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,0.9007504826032384,678.0315789117221,0,0.4392453557794127,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:0,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.8313539596710308,678.0315789117221,0,0.5086418787116204,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:0,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3399958383826511,678.0315789117221,0,0.0,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:1,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,1.1285337398765747,680.1894429632413,0,0.18047001288294284,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:1,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.4560930979529702,680.1894429632413,0,0.8529106548065473,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:1,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.31320940551681165,680.1894429632413,0,0.9957943472427059,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:1,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.309003751515001,680.1894429632413,0,1.2445164898622352e-09,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:1,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,1.1285337409155938,680.1894429632413,0,0.18047001184392375,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:1,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.48637428595618015,680.1894429632413,0,0.8226294668033374,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:1,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3090037527595175,680.1894429632413,0,0.0,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:2,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,0.9903797342593655,763.2551115595957,0,0.3190411077349721,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:2,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.5730675625259332,763.2551115595957,0,0.7363532794684045,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:2,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.28809160452584087,763.2551115595957,0,1.0213292374684968,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:2,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.3094208419943376,763.2551115595957,0,0.0,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:2,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,0.9903797342593655,763.2551115595957,0,0.3190411077349721,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:2,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.5736123895500413,763.2551115595957,0,0.7358084524442963,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:2,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3094208419943376,763.2551115595957,0,0.0,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:3,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,1.2588731546697831,533.5132454267766,0,0.06969252363415457,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:3,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.3765457435467809,533.5132454267766,0,0.9520199347571567,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:3,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,0.4001006233038188,533.5132454267766,0,0.9284650550001189,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:3,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing,3,1,1.328210956056376,533.5132454267766,0,0.0003547222475617229,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:3,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|lower_bound_0,3,1,1.2592041106572534,533.5132454267766,0,0.06936156764668433,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:3,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing|lower_bound_0,3,1,0.5000829895564047,533.5132454267766,0,0.828482688747533,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:3,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex|direction_decreasing|lower_bound_0,3,0,1.3285656783039377,533.5132454267766,0,0.0,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:4,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,curvature_convex,3,2,1.3845200163601175,115.26011512179466,0,0.0005395543522788149,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:4,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,direction_decreasing,3,2,0.29197237166105083,115.26011512179466,0,1.0930871990513453,exact,0,0,1|1|1|1|1,1|1|1|0|0,0.14285714285714285
direction+curvature+bound:spline:low:intermediate:4,low,spline,intermediate,intermediate,curvature_convex|direction_decreasing|lower_bound_0,lower_bound_0,3,2,1.222362744181886,115.26011512179466,0,0.1626968265305102,exact,0,0,1|1|1|0|0,1|1|1|0|0,0.14285714285714285
